上车纬度,上车经度,下车纬度,下车经度,车费（元）,距离（公里）,时间戳
39.92903570765056,116.38197441907863,39.908680865735946,116.37623749042028,19.63,0.5,2026-04-20 18:24:55.115414
39.89728678494144,116.38019515349697,39.888121801049834,116.37888891734735,76.06,25.51,2026-04-12 09:16:28.115414
39.936584426905036,116.2996614096422,39.91866299507368,116.30223320478571,39.08,9.66,2026-05-06 15:51:36.115414
39.980351492820404,116.3875945884979,39.98366403422879,116.42546904696376,41.55,12.19,2026-05-03 17:38:04.115414
39.89249233126384,116.4513697449093,39.928407687207695,116.42148105256983,27.68,7.11,2026-05-01 15:06:50.115414
39.89249315215255,116.33094607285538,39.86936188743831,116.29709219319487,15.5,1.24,2026-04-23 12:08:31.115414
39.983160640775374,116.47030895906303,40.01318525570843,116.51977374874875,10.16,0.5,2026-04-19 21:49:34.115414
39.94257173645765,116.43666648926505,39.919121574287246,116.4181606995898,40.19,12.0,2026-06-01 21:47:29.115414
39.88072628070326,116.36334600068173,39.85529746432835,116.31282458653865,22.35,3.03,2026-04-18 09:34:38.115414
39.9313280021793,116.39890822175973,39.95588584072959,116.37950302407573,16.05,1.84,2026-06-06 06:56:33.115414
999.0,116.50329930845845,39.90868720669961,116.49009719904869,27.5,4.95,2026-05-20 22:08:39.115414
39.88091351232149,116.45141286881035,39.90645581042437,116.51361137791937,22.09,3.28,2026-04-13 01:03:15.115414
39.91629811357831,116.40792701929388,39.876824191331764,116.44492006778894,34.37,6.33,2026-04-12 20:25:40.115414
39.808535987767115,116.39313900098233,39.794557458424954,116.43903982564763,24.49,3.97,2026-04-19 01:19:15.115414
39.81795410837435,116.4119965442271,39.84264376613445,116.44479548992096,34.26,7.17,2026-05-01 04:27:31.115414
39.87608562353795,116.37669418652345,39.87733187875487,116.41454393338806,43.01,11.52,2026-05-02 13:08:04.115414
39.85355844398328,116.28111502965686,39.82134765859736,116.25359174459365,17.2,1.31,2026-05-29 00:33:30.115414
39.91991236662977,116.52993067463208,39.93366190480353,116.52198658841795,22.49,2.4,2026-06-07 09:48:02.115414
39.858798796223944,116.41671949995197,39.8373545784542,116.37712288743103,23.62,3.44,2026-04-12 12:49:42.115414
39.83358481493324,116.43128883590735,39.887420560385,116.42286931468587,62.71,19.63,2026-06-03 10:47:27.115414
39.97748243844608,116.40392553500737,40.02382768231863,116.43128973464476,20.44,2.73,2026-04-29 06:19:14.115414
39.892911184975674,116.36329299195653,39.91103410776634,116.36867632334902,21.81,2.88,2026-06-01 20:48:03.115414
39.9075764102344,116.39624453114307,39.94840661137749,116.44870376390148,26.88,6.36,2026-05-20 16:32:50.115414
39.83296259068933,116.31143631426833,39.834906331193025,116.26577968257925,19.01,3.26,2026-05-01 08:39:32.115414
39.876980863773746,116.5440251898832,39.899943988604996,116.56403472391113,62.58,18.12,2026-05-23 13:43:41.115414
39.9097461294855,-999.0,39.95407773834456,116.28339716801987,52.32,13.49,2026-06-06 04:05:01.115414
39.84665032112889,116.34548202296916,39.85401528158272,116.3492490817361,21.02,4.32,2026-05-06 23:13:35.115414
39.922984900917285,116.38098444773681,39.915329285771854,116.41059778463907,26.52,6.21,2026-04-10 14:08:18.115414
39.874168065504065,116.48468454349114,39.82302940675875,116.47610444081818,17.68,0.5,2026-04-25 11:01:42.115414
39.88961531251034,116.40827053995575,39.88712130673869,116.43031560411923,32.45,7.14,2026-05-20 23:45:29.115414
39.87411466938853,116.33323185223817,39.8988173649254,116.29484255884485,33.45,7.37,2026-05-12 23:50:11.115414
39.99681390922545,116.48266030164544,40.02518291205248,116.41611270251758,22.37,2.67,2026-05-06 22:28:56.115414
39.90352513876311,116.45126003760713,39.91865609073466,116.47354122250664,16.0,1.49,2026-04-25 01:17:19.115414
39.851314453552206,116.43970609743299,39.83507548070334,116.50946650679602,50.98,14.8,2026-04-30 20:42:45.115414
39.945327245605164,116.45034405447025,39.886022598536734,116.41050225686345,22.1,3.34,2026-05-12 15:19:02.115414
39.84315781750145,116.55106171403494,39.828301364561305,116.59994948123922,26.33,6.36,2026-04-19 21:09:44.115414
39.91464317975024,116.53850569370216,39.90551283361862,116.54024263005482,15.2,0.5,2026-04-18 23:06:31.115414
39.80621649380601,116.36619707941979,39.796828624790315,116.31276941855207,24.73,3.21,2026-05-16 20:17:24.115414
39.83779069755508,116.50483309956867,39.85634738826442,116.45957288751458,37.49,10.2,2026-04-19 08:21:38.115414
39.91404306179346,116.43039009138553,39.973613354123906,116.43102148231996,20.81,2.94,2026-05-14 19:28:40.115414
39.94112332899977,116.43734574896826,39.94482920505501,116.42116725745129,27.48,5.55,2026-05-13 08:28:12.115414
39.9127684140595,116.3058637501014,39.906266460384806,116.25334723103107,15.68,1.41,2026-06-07 13:46:44.115414
39.898417585880594,116.3971768540767,39.89064093149047,116.32941528282768,23.11,3.23,2026-05-05 15:22:24.115414
39.88914481522054,116.3586305845798,39.892876358227774,116.32476181146274,50.35,15.76,2026-04-14 04:14:31.115414
39.83027390048163,116.45708352889359,39.805425087671175,116.46483588922683,29.53,5.01,2026-05-24 13:31:58.115414
39.86820778958027,116.47166483002417,39.87181374634265,116.47140879992004,49.71,13.93,2026-06-01 00:29:50.115414
39.881168061452016,116.28293081893902,39.89469243154197,116.26288130063902,45.03,13.94,2026-04-22 01:51:40.115414
39.95705611131095,116.40607790815974,39.963346693218185,116.41415339593141,61.37,17.31,2026-05-16 17:02:39.115414
39.921380914478426,116.47471169028765,39.93510717249857,116.51631275908215,47.37,13.55,2026-04-17 14:36:46.115414
39.816047992231866,116.39619926226119,39.82906042051232,116.41196432267856,12.08,0.5,2026-06-02 13:20:35.115414
39.92040419846974,116.45114381870013,39.86724729800235,116.44629147184455,57.09,-5.0,2026-05-08 10:09:00.115414
39.884945885979185,116.42846992805762,39.90405199073105,116.46559280832405,16.7,0.89,2026-05-15 01:39:57.115414
39.87035389998471,116.42789961391715,39.850223454614834,116.3895056018285,10.0,0.5,2026-06-05 00:19:23.115414
39.93478381444205,116.3911211013159,39.901908639551934,116.38212431973369,12.67,0.5,2026-04-28 15:03:36.115414
39.9557499761248,116.33440515175185,39.92261642128915,116.32636163432784,20.27,2.57,2026-04-16 17:04:13.115414
39.95076400595581,116.3401081911545,39.96377025426999,116.29063006081678,21.07,5.82,2026-04-14 09:46:25.115414
39.86223912383887,116.44996115086731,39.85556187602212,116.43316618437593,20.98,3.09,2026-05-02 02:02:12.115414
39.888739381207444,116.40856749533113,39.83828031768788,116.32556910809531,14.72,0.5,2026-05-08 01:19:05.115414
39.92076317157018,116.39908926532357,39.93510430602595,116.47557638723009,19.16,3.88,2026-04-17 16:55:26.115414
39.95297725635612,116.38196659746066,39.90978901243216,116.3444700459232,22.57,3.5,2026-05-02 13:26:14.115414
39.88024128810774,116.38908866927115,39.88443592886328,116.452533234528,34.23,8.48,2026-04-19 18:20:44.115414
39.894917051166814,116.47021470766929,39.902072018937005,116.47173808789806,14.35,1.97,2026-05-16 20:45:12.115414
39.8488832512997,116.38728535508791,39.875450563750555,116.40987992037415,19.44,1.47,2026-05-06 22:43:14.115414
39.84438966879597,116.3269361172019,39.89784021238997,116.30738412526786,19.95,1.77,2026-05-23 23:31:04.115414
39.94482629111971,116.4520191065324,39.90388600134269,116.46033629421088,17.56,2.17,2026-05-15 09:06:57.115414
39.972012001428546,116.39510740016811,39.970437785746654,116.42112698576766,26.12,5.49,2026-04-25 18:00:24.115414
39.900599493920986,116.40928375193197,39.892309435069656,116.43586584850773,24.75,3.83,2026-05-15 21:34:46.115414
39.9543766448946,116.50385469838396,39.96738913547343,116.53484563398693,18.56,2.46,2026-05-14 10:50:09.115414
39.92228180125238,116.40616636655896,39.92875186438039,116.3914330581574,14.24,2.81,2026-04-30 07:10:55.115414
39.87194401226974,116.42475102038712,39.86136762498764,116.40553663348747,21.41,2.78,2026-05-05 21:05:55.115414
39.92226978027542,116.33666459052209,39.909042714617094,116.27289753751138,64.41,21.54,2026-04-16 21:22:30.115414
39.981101828323304,116.39421983285894,39.94760830266778,116.41514859330601,15.81,1.59,2026-06-08 02:22:24.115414
39.9024086980445,116.4439715627125,39.932044545516696,116.48726671116545,42.93,10.22,2026-04-26 13:46:38.115414
39.9824321827907,116.31407757596952,39.996208308238685,116.37871684316623,31.07,7.39,2026-05-31 19:37:53.115414
39.773212744795515,116.41945070558694,39.80074579072937,116.43165761097016,14.26,0.5,2026-05-03 17:26:45.115414
39.94529512521876,116.41344746435868,39.9359832411245,116.38278827344234,89.34,29.92,2026-04-25 19:45:02.115414
39.90855235341191,116.40987724733525,39.888847289351084,116.34199340160367,35.7,8.47,2026-05-24 20:08:22.115414
39.88924963247671,116.46962953391949,39.85690018047784,116.51129620324282,27.45,6.88,2026-05-16 19:11:25.115414
39.90878803882678,116.4274663108909,39.919555566339,116.3556152482198,20.62,3.12,2026-05-06 04:01:09.115414
39.80482155426996,116.49608431390138,39.77362775753411,116.48246015079162,25.26,4.86,2026-06-03 00:46:56.115414
39.89321640560813,116.34778462906435,39.948676297677125,116.3388123559466,18.2,1.75,2026-05-01 06:44:08.115414
39.92205562857559,116.4155554740331,39.88282635114279,116.41277726851905,15.12,0.5,2026-05-11 10:37:43.115414
39.97809470223708,116.41246800718339,39.98630450581346,116.41390011118483,47.88,10.85,2026-04-15 09:20:24.115414
39.87828648908632,116.34324473037469,39.925292130302736,116.3487706326294,43.49,13.61,2026-05-02 04:42:57.115414
39.86377531985534,116.46477770012548,39.88174801263326,116.36816316964234,18.6,1.06,2026-04-13 01:47:39.115414
39.87911214782078,116.54688039835116,39.88438235919553,116.54746663474597,39.75,9.28,2026-05-10 14:03:14.115414
39.94997010588511,116.40637963553097,39.92091559647625,116.31719661256649,34.75,8.11,2026-05-18 21:46:37.115414
39.92063755548299,116.43770126529643,39.87918447982596,116.46698998822006,14.0,1.18,2026-05-05 22:52:36.115414
39.87771198981165,116.41247110854891,39.90081349307918,116.39026610231677,26.21,3.29,2026-04-16 09:13:33.115414
39.92986337165567,116.36458491980557,39.97504778887892,116.27830345079663,14.67,3.3,2026-04-30 10:37:15.115414
39.90905387746741,116.29815438333188,39.89588837775306,116.26558619623646,32.35,8.56,2026-06-04 00:37:14.115414
39.952632249526644,116.36505359101427,39.91846040429815,116.34225057744689,43.79,10.91,2026-05-10 12:14:52.115414
39.86909734530614,116.32388249714289,39.79535226238967,116.37151048184509,13.38,0.6,2026-04-30 14:27:03.115414
39.887816892670116,116.50964612468354,39.85839394736024,116.51751163435355,30.21,4.97,2026-05-28 10:17:18.115414
39.8845945923434,116.4004934183646,39.88118488706843,116.41427121613863,29.98,8.61,2026-05-18 08:53:03.115414
39.831024252593394,116.38664484025716,39.8789979498185,116.43389370562599,32.8,9.26,2026-05-24 12:11:51.115414
39.919006013853235,116.46074922948726,39.93920002462022,116.45690345797028,13.81,0.96,2026-04-23 19:54:36.115414
39.917252763609,116.34009493382864,39.9264053257502,116.37026245226994,25.43,4.47,2026-05-05 16:12:38.115414
39.90445567283213,116.36138815771972,39.892452082993096,116.38874260227699,41.57,11.69,2026-04-23 12:21:27.115414
39.892470643331244,116.41148433615491,39.874975671813566,116.36002555641214,17.28,2.3,2026-05-03 21:40:44.115414
39.83343146289748,116.46912613948541,1000.0,116.5280454825906,25.57,3.32,2026-06-03 11:04:40.115414
39.88316773386173,116.43750110271013,39.88918989008448,116.3806890315073,42.01,9.79,2026-06-01 06:54:12.115414
39.88706427417367,116.42229950855095,39.82398625341604,116.45899417453006,13.16,0.56,2026-05-05 11:13:39.115414
39.86408613653892,116.41208706411416,39.843879947102,116.35140414263793,37.31,11.78,2026-06-05 17:10:45.115414
39.8961357144167,116.43141415133161,39.870389233463555,116.45546362285768,12.12,2.24,2026-05-21 13:19:06.115414
39.92440254284073,116.41949917430775,39.90801462256541,116.49397576943375,14.97,0.5,2026-06-05 14:43:31.115414
39.99850929506053,116.34560166351338,40.01539661486908,116.33708251725137,18.97,1.6,2026-05-18 17:39:57.115414
39.912928890641595,116.41016475329799,39.909705544187766,116.39991052758387,14.6,0.56,2026-05-15 02:30:29.115414
39.91707751953614,116.34297868046492,39.914771557326034,116.3673962804376,14.24,0.58,2026-05-01 06:02:58.115414
39.900477704211696,116.41226495257405,39.93988189905145,116.39908909433555,28.29,7.08,2026-04-23 09:19:53.115414
39.808261439235054,116.3785611235107,39.78736760654145,116.45129227166042,18.58,1.44,2026-05-29 10:16:39.115414
39.902874306227545,116.55976289736697,39.95880029200416,116.56745058734532,58.98,16.38,2026-05-27 20:58:13.115414
39.907211510497056,116.40500633697489,39.88707228275592,116.39219955664606,17.25,4.36,2026-04-18 18:49:46.115414
40.02736210562427,116.3231456260243,40.030038051522645,116.30153420490848,22.01,3.7,2026-04-14 12:47:03.115414
39.89458195176095,116.39934918735938,39.886145843898866,116.36203124855246,18.63,3.42,2026-04-20 14:29:46.115414
39.919277367116685,116.43856152473828,39.92297994112171,116.41345132526797,26.22,7.08,2026-04-24 19:08:28.115414
39.90246441151474,116.50780183676915,39.915802171366934,116.4937749010228,18.64,3.61,2026-04-25 11:46:49.115414
39.84576609811903,116.37203285600367,39.858781155321694,116.35252729306373,16.2,0.83,2026-05-20 22:41:57.115414
39.96134114072576,116.31245432155858,39.93874762080714,116.28612731059309,46.04,12.73,2026-06-06 20:43:44.115414
39.94179665163434,116.45641022068585,39.908109211310915,116.54036386989995,25.77,3.36,2026-04-16 03:01:32.115414
39.943751597352154,116.32456407764602,40.01884675107932,116.28336027458644,14.28,0.5,2026-05-17 07:34:05.115414
39.858730627260265,116.38123067350955,39.84421109707225,116.38709597701539,19.03,4.52,2026-05-17 00:13:57.115414
39.974339715546805,116.39194277086933,39.995316088706964,116.41564361125977,27.92,6.25,2026-06-06 19:30:57.115414
39.834107446860386,116.40322199280199,39.78587820754469,116.42842631262533,13.68,1.93,2026-05-25 09:37:50.115414
39.93354285469002,116.44874986742445,39.925154473092874,116.44640558439315,33.55,9.67,2026-05-31 07:55:15.115414
40.013722781290504,116.3663819430628,40.00990679977103,116.35675384018892,31.36,6.65,2026-05-04 08:49:57.115414
39.85467318374347,116.39097624486999,39.86885763584131,116.40903814451957,29.34,6.3,2026-06-02 16:06:18.115414
39.875885113519864,116.40654377882304,39.794211489290106,116.41720464482216,22.95,3.28,2026-04-11 01:44:52.115414
39.90918256825439,116.41637587745112,39.91416678664674,116.40601752406042,60.95,19.61,2026-04-21 01:55:12.115414
39.8790262172942,116.41326963048247,39.84453397363316,116.3507944876135,20.18,1.92,2026-06-01 02:13:36.115414
39.8266668284467,116.43356034651335,39.836397199782546,116.41484339762002,24.69,5.17,2026-05-05 20:44:34.115414
39.9076281487403,116.4580303705785,39.876538272835155,116.4121683640302,21.9,2.22,2026-05-12 23:39:41.115414
39.8510848143137,116.43095804693905,39.825420333435936,116.4042716649364,34.52,8.19,2026-04-20 18:55:50.115414
39.927879621531766,116.43461513141055,39.919670793219964,116.43594406095123,13.63,0.5,2026-05-08 10:54:00.115414
39.858228788288315,116.31246660999521,39.82665890420022,116.32681605575507,14.89,0.5,2026-05-22 04:04:18.115414
39.98169672025088,116.41041366194993,39.96743068684882,116.48163177200163,37.93,9.99,2026-04-25 07:31:46.115414
39.86503733538319,116.43617045288009,39.82923606232689,116.41467419772394,26.33,3.42,2026-05-24 00:14:53.115414
39.88809692418972,116.45113647167422,39.83310181063876,116.48212149708523,20.0,2.5,2026-04-10 06:33:26.115414
39.944875860868486,116.36585895354597,39.975414572441366,116.37809735452348,27.02,5.61,2026-05-05 12:44:10.115414
39.8426567841783,116.36785764350668,39.80377532339359,116.41969755033227,30.44,7.26,2026-05-28 13:26:43.115414
39.91557299673021,116.37295395948298,39.910212570101976,116.39600310826681,18.9,1.35,2026-04-27 07:17:03.115414
39.969557137714126,116.43958483399348,39.99214387015894,116.39924557690203,18.2,1.23,2026-05-29 05:58:45.115414
39.823825838271944,116.46943286329545,39.80537751519646,116.40051102212381,59.78,19.04,2026-04-20 06:57:01.115414
39.913431692926615,116.3829523935625,39.888676715934245,116.3954028615492,22.89,5.34,2026-05-08 22:25:19.115414
39.91719413971242,116.46187773881762,39.923981282372445,116.44073969890161,17.71,2.97,2026-05-29 05:56:07.115414
39.943291143588866,116.41480878854988,39.97682915827068,116.37559623871185,36.7,9.7,2026-06-08 01:59:55.115414
39.8423524644561,116.39994285337025,39.80727300650351,116.34923974518892,28.22,4.47,2026-04-29 06:29:30.115414
39.83817716934579,116.39471694621092,39.83367273438527,116.4011559661144,16.4,1.66,2026-04-24 19:08:11.115414
39.930297078280844,116.45219668187613,39.87832224043183,116.51250498984867,14.69,1.39,2026-05-16 06:16:39.115414
39.91904923366166,116.42693466900722,39.90725320355119,116.41058777517898,15.3,3.03,2026-04-25 15:25:54.115414
39.916724642517295,116.54394952565886,39.917750783053435,116.56756033810187,47.02,11.79,2026-06-01 07:50:22.115414
39.92152241047485,116.35626652142015,39.8958836712222,116.35217586741145,15.96,0.5,2026-05-31 10:48:32.115414
39.87019876392108,116.4384861021218,39.85648900890632,116.38691081855767,19.09,1.48,2026-04-10 00:19:40.115414
39.915812684858054,116.37564793941131,39.87356588180883,116.40504039315172,49.43,13.42,2026-06-07 02:38:14.115414
39.91885362366494,116.35524278078067,39.92116598200638,116.31145509901958,14.45,0.78,2026-05-11 10:20:01.115414
39.868482429098684,116.4067479717779,39.900153256565176,116.40761303700165,28.15,5.96,2026-05-27 09:31:44.115414
39.99748872555724,116.41564114876442,39.96457440946413,116.40198033216421,21.07,1.44,2026-04-11 20:22:45.115414
39.927891646045595,116.5824904133036,39.90921149304902,116.61821351068623,27.5,5.59,2026-04-20 19:39:57.115414
39.84463482513987,116.396351251059,39.8597112125335,116.35402521136018,22.01,2.9,2026-05-15 04:48:06.115414
39.9370276804317,116.33958927623091,39.97339040201138,116.355224072543,17.22,0.64,2026-05-09 19:33:18.115414
39.85546591648864,116.42378064304965,39.810670222122376,116.39018874675571,28.03,5.24,2026-05-03 04:57:34.115414
